"";"typ";"label";"conc"
"2589";"EHH";"grass silage";11,6099997
"2590";"ANF";"animal feed";51,1195564
"2591";"EHH";"grass silage";9,6599998
"2592";"TTS";"soya meal";54,3478241
"2593";"MPW";"milk powder & whey";37,1019859
"2594";"TTS";"soya meal";54,7537193
"2595";"PEE";"maïs wp";8,0900002
"2596";"MPW";"milk powder & whey";33,3998184
"2597";"FFS";"full fat soya";39,8825722
"2598";"EHH";"grass silage";7,8899999
"2599";"PEE";"maïs wp";8,54
"2600";"ANF";"animal feed";56,2721977
"2601";"ANF";"animal feed";54,6722031
"2602";"ANF";"animal feed";51,6705055
"2603";"MPW";"milk powder & whey";35,1650963
"2604";"CNG";"corn gluten";63,6334114
"2605";"CNG";"corn gluten";71,2108688
"2606";"EHH";"grass silage";14,6000004
"2607";"CLZ";"rapeseed(ung)";20,7900009
"2608";"FFS";"full fat soya";40,6172714
"2609";"FFS";"full fat soya";41,5224609
"2610";"FFS";"full fat soya";40,2963257
"2611";"MPW";"milk powder & whey";38,5253448
"2612";"FFS";"full fat soya";39,6248589
"2613";"TTS";"soya meal";51,3574638
"2614";"PEE";"maïs wp";8,2344341
"2615";"CNG";"corn gluten";72,4779968
"2616";"CLZ";"rapeseed(ung)";23,2600002
"2617";"FFS";"full fat soya";40,841198
"2619";"TTS";"soya meal";53,971138
"2620";"FRG";"wheat (ung)";10,8999996
"2621";"CNG";"corn gluten";68,4007111
"2622";"EHH";"grass silage";14,6899996
"2623";"CNG";"corn gluten";63,0124321
"2624";"CLZ";"rapeseed(ung)";17,3999996
"2625";"FFS";"full fat soya";41,1645241
"2626";"EHH";"grass silage";6,9099998
"2627";"PEE";"maïs wp";9,0200005
"2628";"TTS";"soya meal";51,4285698
"2629";"MPW";"milk powder & whey";23,6132603
"2632";"FFS";"full fat soya";41,6356964
"2633";"CNG";"corn gluten";64,9903793
"2634";"PEE";"maïs wp";6,4299998
"2635";"PEE";"maïs wp";7,5844836
"2636";"FRG";"wheat (ung)";12,0799999
"2637";"EHH";"grass silage";13,8900003
"2638";"FFS";"full fat soya";40,8768997
"2640";"FRG";"wheat (ung)";12,1800003
"2641";"CNG";"corn gluten";70,8785019
"2643";"TTS";"soya meal";55,0951843
"2644";"CLZ";"rapeseed(ung)";23,7999992
"2645";"SFG";"sun flower seed(gr)";19,9403648
"2646";"FFS";"full fat soya";41,6913528
"2647";"EHH";"grass silage";16,8199997
"2648";"TTS";"soya meal";47,9405022
"2649";"PEE";"maïs wp";6,6500001
"2650";"ANF";"animal feed";52,6188049
"2651";"FRG";"wheat (ung)";10,7200003
"2652";"CNG";"corn gluten";69,064415
"2653";"FRG";"wheat (ung)";11,8500004
"2654";"CNG";"corn gluten";76,3258514
"2655";"PEE";"maïs wp";9,0900002
"2656";"FFS";"full fat soya";46,1884041
"2657";"FRG";"wheat (ung)";12,5200005
"2658";"FFS";"full fat soya";39,6139641
"2659";"FFS";"full fat soya";39,5803871
"2661";"ANF";"animal feed";56,8429871
"2662";"PEE";"maïs wp";6,2599998
"2664";"CLZ";"rapeseed(ung)";22,4972992
"2665";"MPW";"milk powder & whey";5,8705525
"2666";"EHH";"grass silage";11,7305002
"2667";"FRG";"wheat (ung)";12,0299997
"2669";"TTS";"soya meal";50,2242165
"2670";"SFG";"sun flower seed(gr)";16,9340649
"2671";"FFS";"full fat soya";39,8742943
"2672";"FRG";"wheat (ung)";11
"2673";"FRG";"wheat (ung)";13,3999996
"2674";"CLZ";"rapeseed(ung)";19,9099998
"2675";"PEE";"maïs wp";8,0799999
"2676";"MPW";"milk powder & whey";38,4911194
"2677";"TTS";"soya meal";53,4936981
"2678";"CNG";"corn gluten";68,7846451
"2679";"EHH";"grass silage";14,3400002
"2680";"TTS";"soya meal";55,5806122
"2681";"EHH";"grass silage";10,9399996
"2682";"FRG";"wheat (ung)";12,5699997
"2683";"TTS";"soya meal";53,5879631
"2684";"TTS";"soya meal";55,7979355
"2685";"FRG";"wheat (ung)";12,1000004
"2686";"SFG";"sun flower seed(gr)";17,8461189
"2687";"MPW";"milk powder & whey";28,3210888
"2688";"FRG";"wheat (ung)";12,6899996
"2689";"FFS";"full fat soya";41,0388794
"2690";"TTS";"soya meal";54,2635651
"2691";"FFS";"full fat soya";41,0563431
"2692";"TTS";"soya meal";52,4293785
"2693";"PEE";"maïs wp";7,1799998
"2694";"ANF";"animal feed";53,7874413
"2695";"MPW";"milk powder & whey";13,2953892
"2696";"CLZ";"rapeseed(ung)";22,4799995
"2697";"FFS";"full fat soya";40,7325211
"2698";"SFG";"sun flower seed(gr)";11,0670853
"2699";"MPW";"milk powder & whey";10,3579693
"2700";"EHH";"grass silage";12,46
"2701";"PEE";"maïs wp";7,8099999
"2702";"TTS";"soya meal";53,2721024
"2703";"PEE";"maïs wp";7,1100001
"2704";"MPW";"milk powder & whey";23,7873993
"2705";"CLZ";"rapeseed(ung)";18,4300003
"2707";"MPW";"milk powder & whey";12,1218204
"2708";"PEE";"maïs wp";6,7800002
"2709";"CLZ";"rapeseed(ung)";22,5599995
"2710";"MPW";"milk powder & whey";39,8041916
"2711";"EHH";"grass silage";16,5900002
"2712";"FRG";"wheat (ung)";12,3000002
"2713";"CLZ";"rapeseed(ung)";21,2399998
"2714";"PEE";"maïs wp";6,6100001
"2715";"CLZ";"rapeseed(ung)";20,7299995
"2716";"CNG";"corn gluten";71,5982437
"2717";"EHH";"grass silage";12,8800001
"2719";"CNG";"corn gluten";73,0455475
"2720";"FFS";"full fat soya";41,3335876
"2721";"EHH";"grass silage";17
"2722";"CLZ";"rapeseed(ung)";22,1200008
"2723";"FRG";"wheat (ung)";12,1199999
"2724";"TTS";"soya meal";53,898304
"2725";"PEE";"maïs wp";6,6799998
"2726";"CLZ";"rapeseed(ung)";27,5699997
"2728";"MPW";"milk powder & whey";26,1546574
"2729";"EHH";"grass silage";18,1000004
"2730";"MPW";"milk powder & whey";22,6976871
"2731";"PEE";"maïs wp";7,77
"2732";"EHH";"grass silage";11,3199997
"2733";"FRG";"wheat (ung)";11,1599998
"2734";"ANF";"animal feed";51,7629814
"2735";"CLZ";"rapeseed(ung)";19,2999992
"2736";"ANF";"animal feed";53,5934486
"2737";"ANF";"animal feed";55,9330826
"2738";"ANF";"animal feed";59,5290756
"2739";"MPW";"milk powder & whey";37,3025398
"2740";"CNG";"corn gluten";69,9990616
"2741";"SFG";"sun flower seed(gr)";14,173667
"2742";"PEE";"maïs wp";7,04
"2743";"EHH";"grass silage";26,7199993
"2744";"MPW";"milk powder & whey";36,2748413
"2745";"TTS";"soya meal";54,3351326
"2746";"PEE";"maïs wp";7,8499999
"2747";"PEE";"maïs wp";8,1000004
"2748";"FRG";"wheat (ung)";11,1999998
"2749";"CNG";"corn gluten";64,3754654
"2750";"PEE";"maïs wp";9,2799997
"2751";"EHH";"grass silage";19,2099991
"2752";"CLZ";"rapeseed(ung)";20,3500004
"2753";"SFG";"sun flower seed(gr)";21,3169765
"2754";"ANF";"animal feed";51,8334541
"2755";"MPW";"milk powder & whey";22,1903439
"2756";"MPW";"milk powder & whey";39,3545418
"2757";"ANF";"animal feed";53,5077248
"2758";"ANF";"animal feed";51,0502052
"2759";"PEE";"maïs wp";7,73
"2760";"TTS";"soya meal";54,2334099
"2761";"TTS";"soya meal";52,4616966
"2762";"CLZ";"rapeseed(ung)";19,3600006
"2763";"CNG";"corn gluten";68,2533188
"2764";"MPW";"milk powder & whey";39,140873
"2765";"PEE";"maïs wp";6,9299998
"2766";"CNG";"corn gluten";69,3833008
"2767";"PEE";"maïs wp";8,216917
"2768";"FFS";"full fat soya";41,2696075
"2769";"MPW";"milk powder & whey";23,0266228
"2770";"EHH";"grass silage";14,7200003
"2771";"FRG";"wheat (ung)";11,8199997
"2772";"FFS";"full fat soya";43,5265808
"2773";"PEE";"maïs wp";9,7764263
"2774";"ANF";"animal feed";54,7694702
"2775";"CLZ";"rapeseed(ung)";21,8899994
"2776";"PEE";"maïs wp";6,7299995
"2777";"FRG";"wheat (ung)";7,6399999
"2778";"PEE";"maïs wp";7,8000002
"2779";"MPW";"milk powder & whey";12,3369389
"2780";"CNG";"corn gluten";66,3852997
"2781";"FFS";"full fat soya";35,2318611
"2782";"EHH";"grass silage";17,6699982
"2783";"FFS";"full fat soya";40,7693024
"2784";"EHH";"grass silage";11,5200005
"2785";"ANF";"animal feed";49,9401894
"2786";"ANF";"animal feed";51,0793304
"2787";"TTS";"soya meal";55,6313972
"2788";"CLZ";"rapeseed(ung)";17
"2790";"CNG";"corn gluten";67,0370331
"2791";"PEE";"maïs wp";8,75
"2792";"PEE";"maïs wp";8,6499996
"2793";"ANF";"animal feed";52,3739738
"2794";"CLZ";"rapeseed(ung)";22,2600002
"2796";"ANF";"animal feed";55,1705742
"2797";"CNG";"corn gluten";68,2527695
"2798";"FRG";"wheat (ung)";10,3500004
"2799";"FFS";"full fat soya";39,7801971
"2800";"EHH";"grass silage";13,0200005
"2801";"FRG";"wheat (ung)";11,6000004
"2802";"CLZ";"rapeseed(ung)";18,3500004
"2803";"CLZ";"rapeseed(ung)";16,4599991
"2804";"MPW";"milk powder & whey";32,7117348
"2805";"PEE";"maïs wp";7,48
"2806";"MPW";"milk powder & whey";23,4656334
"2807";"SFG";"sun flower seed(gr)";17,8737679
"2808";"FFS";"full fat soya";39,371315
"2809";"TTS";"soya meal";51,9208374
"2810";"EHH";"grass silage";19,7700005
"2811";"CNG";"corn gluten";66,9199524
"2812";"ANF";"animal feed";49,4767227
"2813";"FRG";"wheat (ung)";11,7600002
"2814";"CLZ";"rapeseed(ung)";20,6900005
"2815";"FRG";"wheat (ung)";12,4700003
"2816";"FRG";"wheat (ung)";9,2399998
"2817";"PEE";"maïs wp";7,5999999
"2818";"MPW";"milk powder & whey";37,6955452
"2819";"EHH";"grass silage";10,75
"2820";"SFG";"sun flower seed(gr)";16,3425579
"2821";"TTS";"soya meal";52,8326111
"2822";"PEE";"maïs wp";7,4199996
"2823";"EHH";"grass silage";14,3599997
"2825";"EHH";"grass silage";20,1099987
"2826";"FFS";"full fat soya";38,7322845
"2827";"TTS";"soya meal";56,0948105
"2829";"ANF";"animal feed";56,7038345
"2830";"FFS";"full fat soya";40,9481277
"2831";"CLZ";"rapeseed(ung)";26,1900005
"2832";"SFG";"sun flower seed(gr)";15,8093204
"2833";"FRG";"wheat (ung)";11
"2834";"TTS";"soya meal";53,3333321
"2835";"CNG";"corn gluten";68,3970947
"2836";"FRG";"wheat (ung)";12,3000002
"2837";"MPW";"milk powder & whey";21,4938774
"2838";"ANF";"animal feed";50,7662773
"2839";"CNG";"corn gluten";71,5337601
"2840";"CNG";"corn gluten";69,6900787
"2841";"ANF";"animal feed";50,7875862
"2842";"CNG";"corn gluten";67,7235794
"2844";"ANF";"animal feed";46,1574898
"2845";"PEE";"maïs wp";7,6999998
"2846";"ANF";"animal feed";53,8834343
"2847";"CLZ";"rapeseed(ung)";22,8899994
"2848";"TTS";"soya meal";54,1189919
"2849";"TTS";"soya meal";53,2753983
"2850";"EHH";"grass silage";20,2900009
"2851";"CLZ";"rapeseed(ung)";23,5599995
"2852";"CLZ";"rapeseed(ung)";19,4899998
"2853";"CLZ";"rapeseed(ung)";18,7999992
"2854";"PEE";"maïs wp";8,8299999
"2856";"SFG";"sun flower seed(gr)";18,3915939
"2857";"ANF";"animal feed";54,5970497
"2858";"ANF";"animal feed";55,8982201
"2859";"TTS";"soya meal";53,9884377
"2860";"MPW";"milk powder & whey";13,4077806
"2861";"PEE";"maïs wp";5,8699999
"2862";"FFS";"full fat soya";40,7339401
"2863";"MPW";"milk powder & whey";11,9946699
"2864";"EHH";"grass silage";9,1199999
"2865";"PEE";"maïs wp";8,6899996
"2866";"TTS";"soya meal";50,6358376
"2867";"CNG";"corn gluten";64,9281464
"2868";"EHH";"grass silage";10,0100002
"2869";"ANF";"animal feed";46,4083061
"2870";"SFG";"sun flower seed(gr)";14,3532314
"2871";"ANF";"animal feed";50,2820969
"2872";"ANF";"animal feed";49,4649048
"2874";"FRG";"wheat (ung)";13,1499996
"2875";"MPW";"milk powder & whey";28,2181206
"2876";"ANF";"animal feed";52,8156815
"2877";"TTS";"soya meal";52,3163834
"2878";"EHH";"grass silage";9,3000002
"2880";"EHH";"grass silage";26,2715149
"2881";"ANF";"animal feed";52,2013474
"2882";"CNG";"corn gluten";66,8334732
"2883";"MPW";"milk powder & whey";22,8657761
"2884";"MPW";"milk powder & whey";25,6693668
"2885";"EHH";"grass silage";17,1100006
"2886";"FFS";"full fat soya";44,9482613
"2887";"EHH";"grass silage";15,3199997
"2888";"PEE";"maïs wp";8,9700003
"2889";"CNG";"corn gluten";65,7048492
"2890";"CNG";"corn gluten";69,247673
"2891";"MPW";"milk powder & whey";6,5224061
"2892";"FRG";"wheat (ung)";13,3100004
"2893";"ANF";"animal feed";49,6210136
"2894";"SFG";"sun flower seed(gr)";16,5516949
"2895";"CLZ";"rapeseed(ung)";22,7199993
"2897";"PEE";"maïs wp";7,8299999
"2898";"FFS";"full fat soya";44,6257057
"2899";"FRG";"wheat (ung)";13,6999998
"2901";"PEE";"maïs wp";7,3899999
"2902";"TTS";"soya meal";54,4642868
"2903";"TTS";"soya meal";54,6803665
"2904";"FRG";"wheat (ung)";12,6660004
"2905";"CNG";"corn gluten";71,9637756
"2906";"FFS";"full fat soya";41,9548531
"2907";"PEE";"maïs wp";7,4899998
"2908";"PEE";"maïs wp";7,3299999
"2909";"CNG";"corn gluten";66,4728241
"2910";"EHH";"grass silage";17,0944004
"2911";"CLZ";"rapeseed(ung)";21,317873
"2912";"CLZ";"rapeseed(ung)";22,3121128
"2913";"ANF";"animal feed";56,1381226
"2914";"ANF";"animal feed";49,3839455
"2915";"SFG";"sun flower seed(gr)";21,5811405
"2916";"EHH";"grass silage";13,3400002
"2917";"MPW";"milk powder & whey";5,6174407
"2918";"FFS";"full fat soya";40,789959
"2919";"TTS";"soya meal";52,9885063
"2920";"EHH";"grass silage";15,3000002
"2921";"FRG";"wheat (ung)";11,9700003
"2922";"SFG";"sun flower seed(gr)";11,5994177
"2923";"FRG";"wheat (ung)";13,6999998
"2924";"TTS";"soya meal";53,4665794
"2925";"FFS";"full fat soya";37,9277191
"2926";"CLZ";"rapeseed(ung)";23,6700001
"2927";"FFS";"full fat soya";41,0481186
"2928";"ANF";"animal feed";56,9043045
"2929";"FFS";"full fat soya";37,3971519
"2930";"PEE";"maïs wp";4,77
"2931";"FRG";"wheat (ung)";11,0500002
"2932";"CNG";"corn gluten";64,6859665
"2933";"MPW";"milk powder & whey";24,3932419
"2934";"TTS";"soya meal";52,0547943
"2935";"ANF";"animal feed";49,0300598
"2936";"FFS";"full fat soya";39,2088051
"2937";"TTS";"soya meal";54,2626724
"2938";"CNG";"corn gluten";68,6721725
"2939";"PEE";"maïs wp";7,25
"2941";"TTS";"soya meal";54,7344131
"2942";"CNG";"corn gluten";69,6118546
"2943";"FFS";"full fat soya";40,2114906
"2944";"CNG";"corn gluten";62,481369
"2945";"CNG";"corn gluten";70,809227
"2946";"ANF";"animal feed";51,4405441
"2947";"CLZ";"rapeseed(ung)";23,4062996
"2949";"TTS";"soya meal";56,42202
"2950";"MPW";"milk powder & whey";12,8327284
"2952";"CLZ";"rapeseed(ung)";16,3799992
"2953";"CLZ";"rapeseed(ung)";21,7721577
"2954";"EHH";"grass silage";8,5
"2955";"PEE";"maïs wp";6,7999997
"2956";"TTS";"soya meal";56,8828201
"2957";"MPW";"milk powder & whey";5,3059411
"2958";"FFS";"full fat soya";40,1360893
"2959";"PEE";"maïs wp";5,9400001
"2960";"CNG";"corn gluten";67,7041855
"2961";"TTS";"soya meal";47,972187
"2962";"SFG";"sun flower seed(gr)";15,0577869
"2963";"FRG";"wheat (ung)";11,5200005
"2964";"PEE";"maïs wp";5,4899998
"2965";"FFS";"full fat soya";38,8748398
"2966";"EHH";"grass silage";16,8999996
"2967";"PEE";"maïs wp";7,5300002
"2968";"EHH";"grass silage";8,3299999
"2969";"FFS";"full fat soya";39,0143471
"2970";"PEE";"maïs wp";9,5799999
"2971";"EHH";"grass silage";12,0699997
"2974";"MPW";"milk powder & whey";23,4805832
"2975";"EHH";"grass silage";23,1700001
"2976";"MPW";"milk powder & whey";36,3861961
"2977";"SFG";"sun flower seed(gr)";10,9163351
"2978";"FRG";"wheat (ung)";13,1999998
"2979";"MPW";"milk powder & whey";5,7941618
"2980";"PEE";"maïs wp";8,5799999
"2981";"FRG";"wheat (ung)";12,6999998
"2982";"TTS";"soya meal";49,8853226
"2983";"CNG";"corn gluten";69,5661926
"2984";"ANF";"animal feed";50,429821
"2985";"CNG";"corn gluten";69,1439438
"2986";"TTS";"soya meal";51,949543
"2988";"CNG";"corn gluten";64,6671829
"2989";"FRG";"wheat (ung)";12,1999998
"2990";"PEE";"maïs wp";5,9899998
"2992";"EHH";"grass silage";20,5100002
"2993";"ANF";"animal feed";56,800724
"2994";"TTS";"soya meal";54,3554001
"2995";"FFS";"full fat soya";38,2118835
"2996";"FFS";"full fat soya";39,9783173
"2997";"EHH";"grass silage";20,9499989
"2998";"CLZ";"rapeseed(ung)";14,4700003
"2999";"PEE";"maïs wp";6,3099999
"3000";"SFG";"sun flower seed(gr)";17,586729
"3001";"EHH";"grass silage";13,3500004
"3002";"FRG";"wheat (ung)";11,8400002
"3003";"PEE";"maïs wp";7,0100002
"3004";"CLZ";"rapeseed(ung)";20,6200008
"3005";"FFS";"full fat soya";40,9642372
"3007";"CLZ";"rapeseed(ung)";16,7900009
"3008";"CLZ";"rapeseed(ung)";20,6700001
"3009";"TTS";"soya meal";52,272728
"3010";"SFG";"sun flower seed(gr)";16,9104862
"3011";"TTS";"soya meal";53,189064
"3012";"CNG";"corn gluten";65,9709167
"3013";"ANF";"animal feed";53,9804459
"3014";"EHH";"grass silage";16,6299992
"3015";"MPW";"milk powder & whey";37,9243279
"3016";"PEE";"maïs wp";7,25
"3017";"PEE";"maïs wp";7,75
"3018";"TTS";"soya meal";52,5171623
"3019";"ANF";"animal feed";55,7937279
"3020";"CLZ";"rapeseed(ung)";19,1700001
"3021";"TTS";"soya meal";52,4571419
"3022";"FFS";"full fat soya";39,244381
"3024";"ANF";"animal feed";55,0417824
"3025";"MPW";"milk powder & whey";13,1492453
"3027";"PEE";"maïs wp";7,7399998
"3029";"SFG";"sun flower seed(gr)";19,0869045
"3030";"PEE";"maïs wp";7,6700001
"3031";"FFS";"full fat soya";41,367794
"3032";"SFG";"sun flower seed(gr)";14,1571951
"3033";"MPW";"milk powder & whey";12,2613478
"3034";"CNG";"corn gluten";70,7973175
"3035";"CLZ";"rapeseed(ung)";19,3400002
"3036";"TTS";"soya meal";54,2099228
"3037";"ANF";"animal feed";56,6612892
"3038";"TTS";"soya meal";54,176075
"3039";"PEE";"maïs wp";7,9000001
"3040";"ANF";"animal feed";50,7892075
"3041";"EHH";"grass silage";13,5699997
"3042";"ANF";"animal feed";49,1204948
"3043";"MPW";"milk powder & whey";38,0801735
"3044";"EHH";"grass silage";19,6000004
"3045";"EHH";"grass silage";10,1400003
"3046";"ANF";"animal feed";49,7677231
"3047";"ANF";"animal feed";53,003624
"3048";"PEE";"maïs wp";6,6999998
"3049";"PEE";"maïs wp";7,3299999
"3050";"EHH";"grass silage";15,6000004
"3051";"MPW";"milk powder & whey";4,9100442
"3052";"FFS";"full fat soya";44,4560738
"3053";"CNG";"corn gluten";67,1317596
"3054";"EHH";"grass silage";16,3999996
"3055";"CLZ";"rapeseed(ung)";20,4799995
"3056";"CNG";"corn gluten";68,9718781
"3057";"TTS";"soya meal";54,5246277
"3058";"FFS";"full fat soya";37,6257019
"3060";"SFG";"sun flower seed(gr)";12,5658216
"3061";"CLZ";"rapeseed(ung)";25,8599987
"3062";"CLZ";"rapeseed(ung)";26,6772404
"3063";"CLZ";"rapeseed(ung)";19,4306946
"3064";"MPW";"milk powder & whey";24,1080418
"3065";"EHH";"grass silage";16,75
"3066";"FRG";"wheat (ung)";11,6700001
"3067";"EHH";"grass silage";14,25
"3068";"PEE";"maïs wp";8,2600002
"3069";"EHH";"grass silage";16,3599987
"3070";"TTS";"soya meal";51,1286697
"3071";"FRG";"wheat (ung)";12,71
"3073";"ANF";"animal feed";57,5593109
"3075";"PEE";"maïs wp";9,1099997
"3076";"CNG";"corn gluten";70,8796921
"3077";"TTS";"soya meal";53,8724365
"3078";"FFS";"full fat soya";41,2301331
"3079";"EHH";"grass silage";12,5699997
"3080";"PEE";"maïs wp";7,6563354
"3081";"FRG";"wheat (ung)";13,3299999
"3082";"CLZ";"rapeseed(ung)";32,7900009
"3083";"CLZ";"rapeseed(ung)";19,0200005
"3084";"CLZ";"rapeseed(ung)";19,8199997
"3085";"PEE";"maïs wp";7,68608
"3086";"MPW";"milk powder & whey";38,8403549
"3087";"TTS";"soya meal";54,176075
"3088";"CLZ";"rapeseed(ung)";23,1800003
"3089";"FRG";"wheat (ung)";13,6999998
"3090";"MPW";"milk powder & whey";12,0312099
"3091";"TTS";"soya meal";50,5107841
"3092";"TTS";"soya meal";52,7088051
"3093";"CLZ";"rapeseed(ung)";18,8899994
"3094";"ANF";"animal feed";50,151516
"3095";"PEE";"maïs wp";7,0900002
"3096";"FRG";"wheat (ung)";13,3999996
"3097";"MPW";"milk powder & whey";35,6492882
"3098";"FRG";"wheat (ung)";12,0799999
"3099";"ANF";"animal feed";52,5328217
"3100";"CNG";"corn gluten";65,4423065
"3101";"ANF";"animal feed";49,2838516
"3102";"FRG";"wheat (ung)";12,5999994
"3103";"PEE";"maïs wp";7,9499998
"3104";"CLZ";"rapeseed(ung)";20,9500008
"3105";"PEE";"maïs wp";6,77
"3106";"TTS";"soya meal";52,9411774
"3107";"CLZ";"rapeseed(ung)";18,2999992
"3108";"ANF";"animal feed";54,6419144
"3109";"EHH";"grass silage";15,8999996
"3110";"FRG";"wheat (ung)";11,3999996
"3111";"ANF";"animal feed";54,0940704
"3113";"FRG";"wheat (ung)";11,9499998
"3114";"ANF";"animal feed";49,3828545
"3116";"PEE";"maïs wp";7,1399999
"3117";"CLZ";"rapeseed(ung)";19,5499992
"3118";"FFS";"full fat soya";41,8798828
"3119";"CLZ";"rapeseed(ung)";18,5499992
"3120";"ANF";"animal feed";49,9811974
"3121";"CLZ";"rapeseed(ung)";16
"3122";"CLZ";"rapeseed(ung)";23,8999996
"3123";"CLZ";"rapeseed(ung)";22,5799999
"3125";"CNG";"corn gluten";68,2350464
"3126";"ANF";"animal feed";48,9502754
"3127";"TTS";"soya meal";51,1972656
"3129";"TTS";"soya meal";49,1615448
"3130";"MPW";"milk powder & whey";36,6962814
"3131";"FFS";"full fat soya";40,7008553
"3132";"PEE";"maïs wp";6,0700002
"3133";"FRG";"wheat (ung)";11,8000002
"3134";"MPW";"milk powder & whey";12,5827208
"3135";"CLZ";"rapeseed(ung)";20,2199993
"3136";"FFS";"full fat soya";39,6879997
"3137";"TTS";"soya meal";51,5288773
"3138";"FFS";"full fat soya";41,0490303
"3139";"TTS";"soya meal";53,9682541
"3142";"ANF";"animal feed";48,5872765
"3143";"FRG";"wheat (ung)";11,3933001
"3144";"PEE";"maïs wp";7,6999998
"3146";"ANF";"animal feed";49,9081764
"3147";"TTS";"soya meal";55,9537582
"3148";"PEE";"maïs wp";8,4099998
"3149";"EHH";"grass silage";21,1000004
"3150";"SFG";"sun flower seed(gr)";16,2668533
"3151";"ANF";"animal feed";56,4889107
"3152";"FFS";"full fat soya";40,8281403
"3153";"PEE";"maïs wp";8,0600004
"3154";"PEE";"maïs wp";7,4099998
"3155";"FFS";"full fat soya";40,9952698
"3157";"TTS";"soya meal";55,4919891
"3159";"TTS";"soya meal";53,8011703
"3160";"TTS";"soya meal";52
"3161";"EHH";"grass silage";23,6599998
"3162";"FFS";"full fat soya";40,3741989
"3163";"FFS";"full fat soya";40,1895752
"3164";"FFS";"full fat soya";38,4784584
"3165";"CLZ";"rapeseed(ung)";26,1299992
"3166";"TTS";"soya meal";54,9942589
"3167";"EHH";"grass silage";17,3999996
"3168";"EHH";"grass silage";18,7000008
"3169";"CLZ";"rapeseed(ung)";22,6800003
"3170";"PEE";"maïs wp";7,921
"3171";"PEE";"maïs wp";7,46
"3172";"MPW";"milk powder & whey";35,5692635
"3173";"SFG";"sun flower seed(gr)";17,2332916
"3174";"PEE";"maïs wp";7,5100002
"3175";"FFS";"full fat soya";40,0058517
"3176";"ANF";"animal feed";53,5387192
"3177";"PEE";"maïs wp";8,6800003
"3178";"MPW";"milk powder & whey";11,3403778
"3179";"PEE";"maïs wp";6,52
"3180";"FRG";"wheat (ung)";9,9799995
"3181";"EHH";"grass silage";13,6000004
"3182";"CNG";"corn gluten";71,2333832
"3183";"MPW";"milk powder & whey";38,2928619
"3184";"TTS";"soya meal";52,727272
"3185";"EHH";"grass silage";14,5699997
"3187";"SFG";"sun flower seed(gr)";18,6052551
"3188";"CNG";"corn gluten";65,5155869
"3189";"TTS";"soya meal";48,8687782
"3190";"EHH";"grass silage";8,3900003
"3191";"TTS";"soya meal";52,5287361
"3192";"FRG";"wheat (ung)";11
"3193";"EHH";"grass silage";9,8999996
"3194";"ANF";"animal feed";54,1345673
"3195";"EHH";"grass silage";14,1499996
"3196";"FFS";"full fat soya";38,4974632
"3197";"PEE";"maïs wp";12,3550978
"3198";"MPW";"milk powder & whey";12,2619495
"3199";"EHH";"grass silage";10,79
"3200";"EHH";"grass silage";20,6499996
"3201";"EHH";"grass silage";12,3800001
"3203";"CNG";"corn gluten";70,114624
"3204";"ANF";"animal feed";55,5429993
"3205";"TTS";"soya meal";53,881279
"3206";"PEE";"maïs wp";6,5700002
"3207";"CLZ";"rapeseed(ung)";22,8399982
"3208";"CLZ";"rapeseed(ung)";25,4804115
"3209";"CLZ";"rapeseed(ung)";22,7568245
"3210";"EHH";"grass silage";16,1499996
"3211";"EHH";"grass silage";17,7800007
"3212";"EHH";"grass silage";13,79
"3213";"PEE";"maïs wp";5,96
"3215";"FRG";"wheat (ung)";10,7399998
"3216";"FFS";"full fat soya";38,3544006
"3217";"TTS";"soya meal";55,3916016
"3219";"FRG";"wheat (ung)";10,9799995
"3220";"CNG";"corn gluten";64,6267776
"3221";"FFS";"full fat soya";39,5318947
"3222";"CNG";"corn gluten";72,803894
"3223";"MPW";"milk powder & whey";10,3761015
"3224";"TTS";"soya meal";54,3678169
"3225";"SFG";"sun flower seed(gr)";16,8698711
"3226";"PEE";"maïs wp";7,29
"3227";"EHH";"grass silage";15,0699997
"3228";"CNG";"corn gluten";69,8667068
"3229";"FRG";"wheat (ung)";11,6300001
"3230";"MPW";"milk powder & whey";12,2847805
"3231";"EHH";"grass silage";12,8500004
"3232";"PEE";"maïs wp";7,1500001
"3233";"ANF";"animal feed";54,2069626
"3234";"CNG";"corn gluten";67,1662598
"3235";"CLZ";"rapeseed(ung)";24,8500004
"3236";"CNG";"corn gluten";72,0345612
"3237";"CLZ";"rapeseed(ung)";19,9599991
"3238";"CNG";"corn gluten";72,6071243
"3239";"CLZ";"rapeseed(ung)";18,7900009
"3240";"CLZ";"rapeseed(ung)";23,5900002
"3241";"FRG";"wheat (ung)";12,6499996
"3242";"FFS";"full fat soya";41,5230064
"3243";"FRG";"wheat (ung)";11,6199999
"3244";"MPW";"milk powder & whey";11,749052
"3246";"TTS";"soya meal";51,4285698
"3247";"ANF";"animal feed";57,7227211
"3248";"PEE";"maïs wp";6,21
"3249";"FFS";"full fat soya";42,2593651
"3250";"FFS";"full fat soya";40,4844627
"3251";"FRG";"wheat (ung)";10,9899998
"3252";"CNG";"corn gluten";67,0745239
"3253";"ANF";"animal feed";53,8289604
"3254";"CLZ";"rapeseed(ung)";16,6000004
"3255";"CLZ";"rapeseed(ung)";24,0699997
